Place_Id,Place_Name,Description,Category,City,Price,Rating,Description_Clean,Fitur_Gabungan,Tipe_Wisata,Time_Minutes
365,Waduk Jatibarang,"Waduk Jatibarang merupakan sebuah waduk yang berada di Kota Semarang. Pembangunan waduk ini selesai setelah sekitar empat tahun pembangunan dan memulai proses pengisian air pada tanggal 5 Mei 2014 bertepatan dengan Hari Air Dunia Ke-22 oleh Menteri Pekerjaan Umum Djoko Kirmanto bersama Gubernur Jawa Tengah Ganjar Pranowo dan Kepala Balai Besar Wilayah Sungai Pemali Juwana Imam Santoso.\nWaduk Jatibarang mulai resmi beroperasi pada 11 Mei 2015. Peresmian tersebut dilakukan oleh Direktur Jenderal Sumber Daya Air Kementerian Pekerjaan Umum dan Perumahan Rakyat, Mudjiadi bertepatan dengan peringatan Hari Air Dunia Ke-23 Tingkat Provinsi Jawa Tengah.\nWaduk Jatibarang mempunyai daya tampung 20,4 juta meter kubik . Selain untuk mengatasi masalah banjir, juga menjadi salah satu destinasi wisata Semarang karena di tengah waduk ini terdapat pulau kecil yang di dalamnya terdapat objek wisata lain yaitu Goa Kreo.",Cagar Alam,Semarang,2500,43.0,waduk jatibarang waduk kota semarang bangun waduk selesai tahun bangun proses isi air tanggal mei tepat air dunia menteri kerja umum djoko kirmanto gubernur jawa tengah ganjar pranowo kepala balai wilayah sungai pemali juwana imam santoso nwaduk jatibarang resmi operasi mei resmi direktur jenderal sumber daya air menteri kerja umum rumah rakyat mudjiadi tepat ingat air dunia tingkat provinsi jawa tengah nwaduk jatibarang daya tampung juta meter kubik atas banjir salah destinasi wisata semarang tengah waduk pulau dalam objek wisata goa kreo,waduk jatibarang waduk kota semarang bangun waduk selesai tahun bangun proses isi air tanggal mei tepat air dunia menteri kerja umum djoko kirmanto gubernur jawa tengah ganjar pranowo kepala balai wilayah sungai pemali juwana imam santoso nwaduk jatibarang resmi operasi mei resmi direktur jenderal sumber daya air menteri kerja umum rumah rakyat mudjiadi tepat ingat air dunia tingkat provinsi jawa tengah nwaduk jatibarang daya tampung juta meter kubik atas banjir salah destinasi wisata semarang tengah waduk pulau dalam objek wisata goa kreo cagar alam semarang,Cagar Alam,60
366,Tirto Argo Siwarak,"Kolam Renang Tirto Argo Siwarak, merupakan kolam renang yang berada di Ungaran. Keberadaannya yang dekat dengan Kota Semarang menjadikan tempat wisata ini cukup populer. Bahkan, tidak jarang wisatawan Semarang dan sekitarnya datang berkunjung. Hadir dengan kolam renang dan taman rekreasi sederhana, justru menjadi daya tarik tersendiri. Terbukti, pengunjung yang datang tidak pernah surut. Bahkan, selalu ada pengunjung dan ramai ketika liburan.",Taman Hiburan,Semarang,20000,44.0,kolam renang tirto argo siwarak kolam renang ungar ada kota semarang jadi wisata populer jarang wisatawan semarang kunjung hadir kolam renang taman rekreasi sederhana daya tarik sendiri bukti unjung surut unjung ramai libur,kolam renang tirto argo siwarak kolam renang ungar ada kota semarang jadi wisata populer jarang wisatawan semarang kunjung hadir kolam renang taman rekreasi sederhana daya tarik sendiri bukti unjung surut unjung ramai libur taman hiburan semarang,Taman Hiburan,60
367,Wisata Lereng Kelir,Wisata yang ada di kawasan gunung Kelir ini memang mulai populer sejak awal tahun 2021 dan para wisatawan kerap berbondong-bondong menuju kesana untuk meredam rasa penasaran tentang destinasi baru tersebut. Gunung Kelir memiliki ketinggian lebih dari 2000 mdpl dan wisata Lereng kelir berada diatas ketinggian mencapai 1384 mdpl dan 700mdpl Dari ketinggian tersebut membuat hampir seluruh kawasan kota Ambarawa bisa terlihat dan sebagian kecil wilayah Semarang selatan. Wisata gardu pandang Lereng Kelir memang bisa dikatakan lebih tinggi dari tempat wisata gardu pandang lainnya yang ada di Jawa Tengah.,Cagar Alam,Semarang,7000,43.0,wisata kawasan gunung kelir populer tahun wisatawan kerap bondong bondong kesana redam penasaran destinasi gunung kelir milik tinggi mdpl wisata lereng kelir atas tinggi capai mdpl mdpl tinggi kawasan kota ambarawa wilayah semarang selatan wisata gardu pandang lereng kelir tinggi wisata gardu pandang jawa tengah,wisata kawasan gunung kelir populer tahun wisatawan kerap bondong bondong kesana redam penasaran destinasi gunung kelir milik tinggi mdpl wisata lereng kelir atas tinggi capai mdpl mdpl tinggi kawasan kota ambarawa wilayah semarang selatan wisata gardu pandang lereng kelir tinggi wisata gardu pandang jawa tengah cagar alam semarang,Cagar Alam,60
368,Kampoeng Rawa,"Kampoeng Rawa (disebut juga Kampung Rawa) adalah objek wisata di Ambarawa, Jawa Tengah, yang terletak di sabuk hijau di sekitar Danau Rawa Pening. Dibuka pada Agustus 2012, tempat ini dimiliki dan dioperasikan oleh dua belas kelompok petani dan nelayan yang didanai oleh Artha Prima Credit Union. Kompleks tersebut dimaksudkan untuk mempengaruhi kesejahteraan petani dan melayani lokal disamping mempromosikan ekologi danau di wilayah tersebut. Fasilitasnya meliputi restoran mengapung, pendopo, pusat kerajinan, tempat memancing, dan dok. Pada hari libur, tempat ini dikunjungi oleh ratusan pengunjung. Kompleks ini disengketakan perizinannya karena dibangun di sabuk hijau dan kemungkinan dampak ekologinya.",Cagar Alam,Semarang,3000,45.0,kampoeng rawa kampung rawa objek wisata ambarawa jawa tengah letak sabuk hijau danau rawa pening buka agustus milik operasi belas kelompok tani nelayan dana artha prima credit union kompleks pengaruh sejahtera tani layan lokal samping promosi ekologi danau wilayah fasilitas liput restoran apung pendopo pusat rajin pancing dok libur kunjung ratus unjung kompleks sengketa izin bangun sabuk hijau dampak ekologi,kampoeng rawa kampung rawa objek wisata ambarawa jawa tengah letak sabuk hijau danau rawa pening buka agustus milik operasi belas kelompok tani nelayan dana artha prima credit union kompleks pengaruh sejahtera tani layan lokal samping promosi ekologi danau wilayah fasilitas liput restoran apung pendopo pusat rajin pancing dok libur kunjung ratus unjung kompleks sengketa izin bangun sabuk hijau dampak ekologi cagar alam semarang,Cagar Alam,60
369,Monumen Palagan Ambarawa,"Monumen Palagan Ambarawa adalah sebuah monumen yang terdapat di Ambarawa, Kabupaten Semarang.\nMonumen ini merupakan simbol untuk mengenang sejarah pertempuran Palagan Ambarawa pada tanggal 12 Desember - 15 Desember 1945 Ambarawa. Pasukan Sekutu yang terdesak dari Magelang mengadakan pengunduran ke Ambarawa, dan pasukan TKR yang dipimpin Kolonel Soedirman berhasil menghancurkan Sekutu pada tanggal 15 Desember 1945, di mana kini diperingati sebagai Hari Infanteri.Monumen Palagan Ambarawa dibangun pada tahun 1973 dan diresmikan pada 15 Desember 1974 oleh Presiden Soeharto. Gambaran singkat sejarah pertempuran bisa dilihat pada relief yang dibuat pada dinding Monumen Palagan Ambarawa.\nDi monumen ini Anda dapat menemukan peninggalan pemerintahan Jepang dan Belanda. Anda dapat melihat seragam para tentara Jepang dan Belanda, senjata perang, seragam tentara Indonesia, dan barang bersejarah lain. Untuk ukuran yang agak besar, Anda dapat menemukan beberapa tank kuno, kendaraa angkut personil dan meriam yang digunakan dalam pertempuran tersebut. Yang paling menarik adalah Anda dapat menemukan pesawat Mustang Belanda yang berhasil ditembak jatuh ke dalam Rawa Pening_x000D_",Budaya,Semarang,7500,44.0,monumen palagan ambarawa monumen ambarawa kabupaten semarang nmonumen simbol kenang sejarah tempur palagan ambarawa tanggal desember desember ambarawa pasu sekutu desak magelang ada undur ambarawa pasu tkr pimpin kolonel soedirman hasil hancur sekutu tanggal desember ingat infanteri monumen palagan ambarawa bangun tahun resmi desember presiden soeharto gambar singkat sejarah tempur relief dinding monumen palagan ambarawa ndi monumen temu tinggal perintah jepang belanda seragam tentara jepang belanda senjata perang seragam tentara indonesia barang sejarah ukur temu tank kuno kendaraa angkut personil meriam tempur tarik temu pesawat mustang belanda hasil tembak jatuh rawa pening,monumen palagan ambarawa monumen ambarawa kabupaten semarang nmonumen simbol kenang sejarah tempur palagan ambarawa tanggal desember desember ambarawa pasu sekutu desak magelang ada undur ambarawa pasu tkr pimpin kolonel soedirman hasil hancur sekutu tanggal desember ingat infanteri monumen palagan ambarawa bangun tahun resmi desember presiden soeharto gambar singkat sejarah tempur relief dinding monumen palagan ambarawa ndi monumen temu tinggal perintah jepang belanda seragam tentara jepang belanda senjata perang seragam tentara indonesia barang sejarah ukur temu tank kuno kendaraa angkut personil meriam tempur tarik temu pesawat mustang belanda hasil tembak jatuh rawa pening budaya semarang,Budaya,60
370,Benteng Pendem,"Benteng Pendem Cilacap (bahasa Belanda: Kustbatterij op de Landtong te Cilacap), adalah benteng peninggalan Belanda di pesisir pantai Teluk Penyu kabupaten Cilacap, Jawa Tengah yang dibangun pada tahun 1861. Bangunan ini merupakan bekas markas pertahanan tentara Hindia Belanda yang dibangun di area seluas 6,5 hektare secara bertahap selama 18 tahun, dari tahun 1861 hingga 1879. Benteng pendem sempat tertutup tanah pesisir pantai dan tidak terurus. Benteng ini kemudian ditemukan dan mulai digali pemerintah Cilacap tahun 1986. Saat ini, pemerintah Kabupaten Cilacap menjadikan benteng ini sebagai tempat wisata sejarah_x000D_",Budaya,Semarang,5000,42.0,benteng pendem cilacap bahasa belanda kustbatterij op de landtong te cilacap benteng tinggal belanda pesisir pantai teluk penyu kabupaten cilacap jawa tengah bangun tahun bangun bekas markas tahan tentara hindia belanda bangun area luas hektare tahap tahun tahun benteng pendem tutup tanah pesisir pantai urus benteng temu gali perintah cilacap tahun perintah kabupaten cilacap jadi benteng wisata sejarah,benteng pendem cilacap bahasa belanda kustbatterij op de landtong te cilacap benteng tinggal belanda pesisir pantai teluk penyu kabupaten cilacap jawa tengah bangun tahun bangun bekas markas tahan tentara hindia belanda bangun area luas hektare tahap tahun tahun benteng pendem tutup tanah pesisir pantai urus benteng temu gali perintah cilacap tahun perintah kabupaten cilacap jadi benteng wisata sejarah budaya semarang,Budaya,60
371,Wisata Eling Bening,"Sebuah fasilitas wisata yang dikelola dengan cara modern, untuk menimbulkan kenikmatan berwisata seperti halnya yang diinginkan oleh anak-anak muda. Namun tetap menyatu dengan lingkungan, dengan keindahan alam. Tanpa melakukan kerusakan terhadap alam. Fasilitas wisata ini adalah wisata Eling Bening di perbukitan Ngrawan. Eling Bening sejatinya sebuah Restoran yang mengusung konsep wisata keluarga. Eling Bening menawarkan pemandangan alam yang sangat indah dengan view utama Rawa Pening. Keindahan itu disempurnakan lagi dengan  adanya background Gunung Merbabu, Andong dan Telomoyo, yang terlihat berdiri dengan gagah._x000D_",Cagar Alam,Semarang,25000,43.0,fasilitas wisata kelola modern timbul nikmat wisata hal anak anak muda satu lingkung indah alam rusa alam fasilitas wisata wisata eling bening bukit ngrawan eling bening sejati restoran usung konsep wisata keluarga eling bening tawar pandang alam indah view utama rawa pening indah sempurna background gunung merbabu andong telomoyo diri gagah,fasilitas wisata kelola modern timbul nikmat wisata hal anak anak muda satu lingkung indah alam rusa alam fasilitas wisata wisata eling bening bukit ngrawan eling bening sejati restoran usung konsep wisata keluarga eling bening tawar pandang alam indah view utama rawa pening indah sempurna background gunung merbabu andong telomoyo diri gagah cagar alam semarang,Cagar Alam,60
372,Gua Maria Kerep Ambarawa,"Gua Maria Kerep (Gua Maria Kerep Ambarawa, disinglkat GMKA), adalah sebuah tempat ziarah yang terletak di Jalan Tentara Pelajar, Kelurahan Panjang, Ambarawa. Tempat ini adalah tempat yang cukup baik untuk berdoa, berziarah, dan menyegarkan diri. Jaraknya sekitar 500 m dari Terminal Ambarawa. Karena jauh dari jalan raya, maka daerah ini cukup tenang. Dari tempat ini dapat terlihat pemandangan Gunung Telomoyo, Gunung Merbabu, dan Danau Rawa Pening. Gua Maria Kerep memiliki fasilitas bagi para peziarah, antara lain Jalan Salib, Tempat Doa Lesehan, Gereja, dan sebuah taman.",Cagar Alam,Semarang,2000,48.0,gua maria kerep gua maria kerep ambarawa disinglkat gmka ziarah letak jalan tentara ajar lurah ambarawa doa ziarah segar jarak terminal ambarawa jalan raya daerah tenang pandang gunung telomoyo gunung merbabu danau rawa pening gua maria kerep milik fasilitas ziarah jalan salib doa leseh gereja taman,gua maria kerep gua maria kerep ambarawa disinglkat gmka ziarah letak jalan tentara ajar lurah ambarawa doa ziarah segar jarak terminal ambarawa jalan raya daerah tenang pandang gunung telomoyo gunung merbabu danau rawa pening gua maria kerep milik fasilitas ziarah jalan salib doa leseh gereja taman cagar alam semarang,Goa,60
373,Museum Kereta Ambarawa,"Museum Kereta Api Ambarawa (bahasa Inggris: Indonesian Railway Museum, Ambarawa) adalah sebuah stasiun kereta api yang sudah dialihfungsikan menjadi sebuah museum serta merupakan museum perkeretaapian pertama di Indonesia. Museum ini memiliki koleksi kereta api yang pernah berjaya pada zamannya. Museum ini secara administratif berada di Desa Panjang, Ambarawa, Semarang. Museum yang terletak pada ketinggian +474,40 meter ini termasuk dalam Daerah Operasi IV Semarang dan dikelola oleh Unit Pusat Pelestarian dan Desain Arsitektur PT Kereta Api Indonesia bekerja sama dengan Pemerintah Provinsi Jawa Tengah.",Budaya,Semarang,10000,45.0,museum kereta api ambarawa bahasa inggris indonesian railway museum ambarawa stasiun kereta api dialihfungsikan museum museum perkeretaapian indonesia museum milik koleksi kereta api jaya zaman museum administratif desa ambarawa semarang museum letak tinggi meter daerah operasi iv semarang kelola unit pusat lestari desain arsitektur pt kereta api indonesia perintah provinsi jawa tengah,museum kereta api ambarawa bahasa inggris indonesian railway museum ambarawa stasiun kereta api dialihfungsikan museum museum perkeretaapian indonesia museum milik koleksi kereta api jaya zaman museum administratif desa ambarawa semarang museum letak tinggi meter daerah operasi iv semarang kelola unit pusat lestari desain arsitektur pt kereta api indonesia perintah provinsi jawa tengah budaya semarang,Museum,60
374,Hutan Pinus Kayon,"Tak dipungkiri Hutan Pinus Kayon Getasan dekat Salatiga ini memang merupakan salah satu tempat wisata yang indah dan memanjakan mata. Pengunjung akan disuguhkan dengan jajaran hutan pinus yang rapi dan asri. Deretan pohon ini pun memang memikat dan tentunya Hutan pinus Kayon atau disebut Hutan pinus Kalipasang bisa menjadi salah satu alternatif wisata keluarga. Selain disana sudah terbilang komplit, jalan-jalan di dalam hutan pun sudah berupa cor. Dengan demikian, tentunya makin memanjakan pengunjung saat explorasi kawasan wisata ini.",Cagar Alam,Semarang,6000,44.0,dipungkiri hutan pinus kayon getas salatiga salah wisata indah manja unjung suguh jajar hutan pinus rapi asri deret pohon mikat hutan pinus kayon hutan pinus kalipasang salah alternatif wisata keluarga sana bilang komplit jalan jalan hutan cor manja unjung explorasi kawasan wisata,dipungkiri hutan pinus kayon getas salatiga salah wisata indah manja unjung suguh jajar hutan pinus rapi asri deret pohon mikat hutan pinus kayon hutan pinus kalipasang salah alternatif wisata keluarga sana bilang komplit jalan jalan hutan cor manja unjung explorasi kawasan wisata cagar alam semarang,Kebun/Taman,60
375,Kota Lama Semarang,"Kota Lama Semarang (bahasa Jawa: ꦏꦸꦛ​ꦭꦩ​ꦱꦼꦩꦫꦁ, translit. Kutha Lama Semarang) adalah suatu kawasan di Semarang yang menjadi pusat perdagangan pada abad 19-20 . Pada masa itu, untuk mengamankan warga dan wilayahnya, kawasan itu dibangun benteng, yang dinamai benteng Vijhoek. Untuk mempercepat jalur perhubungan antar ketiga pintu gerbang dibenteng itu maka dibuat jalan-jalan perhubungan, dengan jalan utamanya dinamai: Heeren Straat. Saat ini bernama Jl. Let Jen Soeprapto. Salah satu lokasi pintu benteng yang ada sampai saat ini adalah Jembatan Berok, yang disebut De Zuider Por.\nKawasan Kota Lama Semarang disebut juga Outstadt. Luas kawasan ini sekitar 31 hektare. Dilihat dari kondisi geografi, tampak bahwa kawasan ini terpisah dengan daerah sekitarnya, sehingga tampak seperti kota tersendiri dengan julukan ""Little Netherland"". Kawasan Kota Lama Semarang ini merupakan saksi bisu sejarah Indonesia masa kolonial Belanda lebih dari 2 abad, dan lokasinya berdampingan dengan kawasan ekonomi. Di tempat ini ada sekitar 50 bangunan kuno yang masih berdiri dengan kukuh dan mempunyai sejarah Kolonialisme di Semarang. Secara umum karakter bangunan di wilayah ini mengikuti bangunan-bangunan di benua Eropa sekitar tahun 1700-an. Hal ini bisa dilihat dari detail bangunan yang khas dan ornamen-ornamen yang identik dengan gaya Eropa. Seperti ukuran pintu dan jendela yang luar biasa besar, penggunaan kaca-kaca berwarna, bentuk atap yang unik, sampai adanya ruang bawah tanah.Seperti kota-kota lainnya yang berada di bawah pemerintahan kolonial Belanda, dibangun pula benteng sebagai pusat militer. Benteng ini berbentuk segi lima dan pertama kali dibangun di sisi barat kota lama Semarang saat ini. Benteng ini hanya memiliki satu gerbang di sisi selatannya dan lima menara pengawas. Masing-masing menara diberinama: Zeeland, Amsterdam, Utrecht, Raamsdonk dan Bunschoten. Pemerintah Belanda memindahkan permukiman Tionghoa pada tahun 1731 di dekat permukiman Belanda, untuk memudahkan penga- wasan terhadap segala aktivitas orang Tionghoa. Oleh sebab itu, Benteng tidak hanya sebagai pusat militer, tetapi juga sebagai menara pengawas bagi segala aktivitas kegiatan orang Tionghoa.\nKota Lama menjadi salah satu ikon primadona bagi warga Kota Semarang sampai Mancanegara turut datang ke Kota Lama ini. Rencananya Kota Lama Semarang akan diajukan oleh Situs Warisan Dunia UNESCO.",Budaya,Semarang,0,47.0,kota semarang bahasa jawa translit kutha semarang kawasan semarang pusat dagang abad aman warga wilayah kawasan bangun benteng nama benteng vijhoek cepat jalur hubung tiga pintu gerbang benteng jalan jalan hubung jalan utama nama heeren straat nama jl let jen soeprapto salah lokasi pintu benteng jembatan berok de zuider por nkawasan kota semarang outstadt luas kawasan hektare kondisi geografi kawasan pisah daerah kota sendiri juluk little netherland kawasan kota semarang saksi bisu sejarah indonesia kolonial belanda abad lokasi damping kawasan ekonomi bangun kuno diri kukuh sejarah kolonialisme semarang umum karakter bangun wilayah ikut bangun bangun benua eropa tahun an detail bangun khas ornamen ornamen identik gaya eropa ukur pintu jendela guna kaca kaca warna bentuk atap unik ruang tanah kota kota perintah kolonial belanda bangun benteng pusat militer benteng bentuk segi bangun sisi barat kota semarang benteng milik gerbang sisi selatan menara awas menara rama zeeland amsterdam utrecht raamsdonk bunschoten perintah belanda pindah mukim tionghoa tahun mukim belanda mudah penga wasan aktivitas tionghoa benteng pusat militer menara awas aktivitas giat tionghoa nkota salah ikon primadona warga kota semarang mancanegara kota rencana kota semarang aju situs waris dunia unesco,kota semarang bahasa jawa translit kutha semarang kawasan semarang pusat dagang abad aman warga wilayah kawasan bangun benteng nama benteng vijhoek cepat jalur hubung tiga pintu gerbang benteng jalan jalan hubung jalan utama nama heeren straat nama jl let jen soeprapto salah lokasi pintu benteng jembatan berok de zuider por nkawasan kota semarang outstadt luas kawasan hektare kondisi geografi kawasan pisah daerah kota sendiri juluk little netherland kawasan kota semarang saksi bisu sejarah indonesia kolonial belanda abad lokasi damping kawasan ekonomi bangun kuno diri kukuh sejarah kolonialisme semarang umum karakter bangun wilayah ikut bangun bangun benua eropa tahun an detail bangun khas ornamen ornamen identik gaya eropa ukur pintu jendela guna kaca kaca warna bentuk atap unik ruang tanah kota kota perintah kolonial belanda bangun benteng pusat militer benteng bentuk segi bangun sisi barat kota semarang benteng milik gerbang sisi selatan menara awas menara rama zeeland amsterdam utrecht raamsdonk bunschoten perintah belanda pindah mukim tionghoa tahun mukim belanda mudah penga wasan aktivitas tionghoa benteng pusat militer menara awas aktivitas giat tionghoa nkota salah ikon primadona warga kota semarang mancanegara kota rencana kota semarang aju situs waris dunia unesco budaya semarang,Budaya,60
376,Semarang Chinatown,"Terbentuknya Pecinan Semarang tak terlepas dari Geger Pecinan di Batavia (Jakarta tempo dulu) pada 1740. Kala itu warga Tionghoa memberontak pada penguasa Belanda. Buntut dari tragedi tersebut, banyak penduduk keturunan Tiongkok melarikan diri ke sepanjang pantai utara Jawa hingga akhirnya sampai di Semarang. Hingga 1743, pemberontakan masih terus berlangsung hingga akhirnya mampu dihentikan total oleh tentara Belanda. Pemerintah kolonial lantas memutuskan untuk mengumpulkan warga Tionghoa dalam satu lokasi. Setelah sempat menempati daerah Simongan dekat Klenteng Sam Poo Kong, mereka kemudian dipindah ke Kali Semarang hingga akhirnya dikenal sebagai kawasan Pecinan sampai sekarang.",Budaya,Semarang,30000,45.0,bentuk pecinan semarang lepas geger pecinan batavia jakarta tempo warga tionghoa berontak kuasa belanda buntut tragedi duduk turun tiongkok lari pantai utara jawa semarang ronta henti total tentara belanda perintah kolonial lantas putus kumpul warga tionghoa lokasi tempat daerah simongan klenteng sam poo kong pindah semarang kenal kawasan pecinan,bentuk pecinan semarang lepas geger pecinan batavia jakarta tempo warga tionghoa berontak kuasa belanda buntut tragedi duduk turun tiongkok lari pantai utara jawa semarang ronta henti total tentara belanda perintah kolonial lantas putus kumpul warga tionghoa lokasi tempat daerah simongan klenteng sam poo kong pindah semarang kenal kawasan pecinan budaya semarang,Budaya,60
377,La Kana Chapel,"La Kana Chapel menawarkan konsep baru standing party, manjakan selera Anda dengan menu memasak langsung spesial masakan segar ala menit di piring Anda. Ini adalah Tempat Pernikahan Kerajaan di Tempat Terindah di Gunung. Bagi Anda yang menginginkan Sentuhan Kemewahan dan Glamour untuk Pesta Outdoor dan Indoor. Kapel La Kana dapat menampung hingga 48 orang di kapel dan 500 lebih di halaman. Dan ballroom dapat menampung 1000 orang",Taman Hiburan,Semarang,35000,45.0,la kana chapel tawar konsep standing party manja selera menu masak spesial masakan segar ala menit piring nikah raja indah gunung sentuh mewah glamour pesta outdoor indoor kapel la kana tampung kapel halaman ballroom tampung,la kana chapel tawar konsep standing party manja selera menu masak spesial masakan segar ala menit piring nikah raja indah gunung sentuh mewah glamour pesta outdoor indoor kapel la kana tampung kapel halaman ballroom tampung taman hiburan semarang,Taman Hiburan,60
378,Jembatan Biru Ambarawa,"Jembatan ini terletak di Tuntang, Kab. Semarang, Jawa tengah. dekat dengan rawa pening dan Sungai Tuntang. Kalau yang biasa mondar mandir salatiga-semarang, pasti tidak asing dengan yang namanya Jembatan Tuntang. Nah.. Sungai Tuntang ini berada tepat di bawah Jembatan tuntang yang bermuara di Rawa Pening. Bagi pengunjung yang senang berfoto, Wisata Jembatan Biru memiliki beberapa spot foto terbaik, salah satunya adalah di tengah jembatan. Jika beruntung, pengunjung juga akan melihat kereta uap yang melintas di depan tempat Wisata Jembatan Biru. Dari atas jembatan pengunjung juga bisa melihat Gunung Ungaran, Gunung Temoloyo dan juga Gunung Merbabu.",Taman Hiburan,Semarang,0,42.0,jembatan letak tuntang kab semarang jawa tengah rawa pening sungai tuntang mondar mandir salatiga semarang asing nama jembatan tuntang sungai tuntang jembatan tuntang muara rawa pening unjung senang foto wisata jembatan biru milik spot foto baik salah satu tengah jembatan untung unjung kereta uap lintas wisata jembatan biru jembatan unjung gunung ungar gunung temoloyo gunung merbabu,jembatan letak tuntang kab semarang jawa tengah rawa pening sungai tuntang mondar mandir salatiga semarang asing nama jembatan tuntang sungai tuntang jembatan tuntang muara rawa pening unjung senang foto wisata jembatan biru milik spot foto baik salah satu tengah jembatan untung unjung kereta uap lintas wisata jembatan biru jembatan unjung gunung ungar gunung temoloyo gunung merbabu taman hiburan semarang,Taman Hiburan,60
379,Goa Rong,"Semarang memiliki wisata di ketinggian bernama Goa Rong. Keberadaan kawasan wisata ini menunjukkan bahwa Semarang tak hanya identik dengan Lawang Sewu atau Kota Lama saja. Meskipun bernama Goa Rong, tempat yang menonjol di sini bukanlah gua nya. Melainkan daerah ketinggian dengan pemandangan yang menakjubkan. Sementara di objek wisata ini, bagian gua-nya hanya lorong yang sempit dan tidak memungkinkan dimasuki oleh manusia. Namun sebaliknya, pemandangan yang tersaji dari atas bukitnya begitu menakjubkan. Wisatawan dapat menghabiskan waktu dengan berfoto, menikmati pemandangan, atau kuliner di cafe. Bahkan, tersedia juga fasilitas outbond.",Cagar Alam,Semarang,5000,43.0,semarang milik wisata tinggi nama goa rong ada kawasan wisata semarang identik lawang sewu kota nama goa rong tonjol gua daerah tinggi pandang takjub objek wisata gua lorong sempit masuk manusia pandang saji bukit takjub wisatawan habis waktu foto nikmat pandang kuliner cafe sedia fasilitas outbond,semarang milik wisata tinggi nama goa rong ada kawasan wisata semarang identik lawang sewu kota nama goa rong tonjol gua daerah tinggi pandang takjub objek wisata gua lorong sempit masuk manusia pandang saji bukit takjub wisatawan habis waktu foto nikmat pandang kuliner cafe sedia fasilitas outbond cagar alam semarang,Goa,60
380,Masjid Agung Ungaran,"Masjid Agung Al-Mabrur berlokasi di Jln. Ahmad Yani, Desa Sidomulyo, Kecamatan Ungaran Tibur, Kabupaten Semarang, Provinsi Jawa Tengah. Masjid ini juga menjadi Masjid Agung Bagi Kabupaten Semarang, Ibukota Provinsi Jawa Tengah. Masjid Agung Al-Mabrur juga dikenal sebelumnya dengan Masjid Ikatan Persaudaraan Haji Indonesia (IPHI). Pembangunan masjid ini dimulai pada tahun 2010 silam dengan pendirian yang mengambil lahan seluas 3.200 meter persegi, dengan luas bangunannya sekitar 1.550 persegi. Karena memang ditujukan untuk menjadi Masjid Agung Kota Semarang, maka bangunan masjid ini pun didirikan tepat menghadap Alun-Alun Kota Semarang, atau lebih dikenal sebagai “Alun-Alun Asmara” dan berseberangan dengan Rumah Dinas Bupati Semarang.",Tempat Ibadah,Semarang,0,47.0,masjid agung al mabrur lokasi jln ahmad yani desa sidomulyo camat ungar tibur kabupaten semarang provinsi jawa tengah masjid masjid agung kabupaten semarang ibukota provinsi jawa tengah masjid agung al mabrur kenal masjid ikat saudara haji indonesia iphi bangun masjid tahun silam diri ambil lahan luas meter persegi luas bangun persegi masjid agung kota semarang bangun masjid diri hadap alun alun kota semarang kenal alun alun asmara berangan rumah dinas bupati semarang,masjid agung al mabrur lokasi jln ahmad yani desa sidomulyo camat ungar tibur kabupaten semarang provinsi jawa tengah masjid masjid agung kabupaten semarang ibukota provinsi jawa tengah masjid agung al mabrur kenal masjid ikat saudara haji indonesia iphi bangun masjid tahun silam diri ambil lahan luas meter persegi luas bangun persegi masjid agung kota semarang bangun masjid diri hadap alun alun kota semarang kenal alun alun asmara berangan rumah dinas bupati semarang tempat ibadah semarang,Tempat Ibadah,60
381,Tugu Muda Semarang,"Tugu Muda (""Monumen Pemuda"" Indonesia) adalah sebuah monumen batu di Semarang, Jawa memperingati perjuangan kemerdekaan oleh pemuda Indonesia. Itu didedikasikan oleh Presiden Sukarno pada 20 Mei 1953 untuk memperingati pertempuran lima hari terus menerus antara pemuda Semarang dan batalyon Jepang yang dipimpin oleh Mayor Kido dari 14-19 Oktober 1945. Pasukan Jepang mengusir Belanda dari Indonesia sebagai ""kakak laki-laki Asia""; namun, Jepang lebih kejam terhadap pembangkang daripada rekan-rekan Belanda mereka. Tugu batu tersebut terdiri dari sebuah pondasi, badan dan kepala. Satu sisi tugu dibuat dalam relief, dengan kolam hias dan taman yang mengelilinginya.",Budaya,Semarang,0,47.0,tugu muda monumen pemuda indonesia monumen batu semarang jawa ingat juang merdeka pemuda indonesia dedikasi presiden sukarno mei ingat tempur terus pemuda semarang batalyon jepang pimpin mayor kido oktober pasu jepang usir belanda indonesia kakak laki laki asia jepang kejam bangkang rekan rekan belanda tugu batu pondasi badan kepala sisi tugu relief kolam hias taman keliling,tugu muda monumen pemuda indonesia monumen batu semarang jawa ingat juang merdeka pemuda indonesia dedikasi presiden sukarno mei ingat tempur terus pemuda semarang batalyon jepang pimpin mayor kido oktober pasu jepang usir belanda indonesia kakak laki laki asia jepang kejam bangkang rekan rekan belanda tugu batu pondasi badan kepala sisi tugu relief kolam hias taman keliling budaya semarang,Budaya,60
